Image,CD11c (Opal 520): Mean,CD11c (Opal 520): Mean_BPAT_threshold,CD11c (Opal 520): Mean_BPAT_class
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.252,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5796,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9018,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3003,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5409,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3194,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4768,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6486,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6644,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7937,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2992,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0927,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4163,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3085,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5337,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6339,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4147,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9486,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.101,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.71,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.452,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6789,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5061,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3682,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9759,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5274,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2032,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4976,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9948,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.428,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5731,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3847,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6615,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1459,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4043,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6017,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1559,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7972,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3078,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.078,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6209,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4766,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5279,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1969,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7518,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9126,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0728,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8882,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2375,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3191,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4277,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2733,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8214,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2133,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1963,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.925,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9269,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4229,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3921,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6232,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7497,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7148,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1806,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4177,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6461,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9599,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2332,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3251,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2639,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.572,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5355,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5503,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2503,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0873,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0972,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2287,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6104,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1743,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7284,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1796,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6677,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3496,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2409,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3734,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5495,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3348,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4566,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2548,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9433,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2766,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8338,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6117,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7911,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0726,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4319,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2167,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7648,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3416,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5417,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8816,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4394,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6451,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4975,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4704,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3201,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3996,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7561,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2351,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2763,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2816,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.459,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1517,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.959,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7255,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4051,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5204,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8019,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8809,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4587,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1625,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3967,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8067,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9556,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7787,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4891,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2991,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.909,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5995,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9094,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1667,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6585,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6823,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5868,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0441,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.555,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2871,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.515,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4341,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.2299,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8231,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1604,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0496,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9241,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4646,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0405,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4443,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4732,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5825,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7997,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5686,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.087,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6753,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4354,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7717,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2453,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4807,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8884,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8225,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8322,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1418,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3557,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6255,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6032,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7616,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5539,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3399,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0538,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6774,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2293,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9084,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3957,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3612,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3309,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1309,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5792,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7068,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4814,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4563,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.073,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8167,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3473,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3104,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6928,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9573,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7848,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6567,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7386,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7302,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3201,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7694,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8816,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7178,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4081,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5252,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7429,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.486,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5625,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7708,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5811,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2228,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0931,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.651,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2186,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5466,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3037,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.9113,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.373,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1192,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3322,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0964,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7192,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1437,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6383,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4214,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3435,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7747,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8172,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9789,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7551,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.685,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6522,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.231,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4878,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8154,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3712,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8983,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3999,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4588,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.487,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4573,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.005,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2844,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2606,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.047,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6361,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9472,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.667,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9539,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5815,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3436,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0402,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4842,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6482,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8507,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.436,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7833,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1101,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8953,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2448,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3093,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6293,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3834,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1223,6.703738588588589,negative
