Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2327
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.406
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.2279
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7865
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2165
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4736
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.716
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5124
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8777
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5511
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3147
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7476
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5681
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.6329
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.8719
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9034
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6027
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.582
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7678
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4813
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7117
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1414
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6215
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6483
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4782
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.4647
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5992
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1119
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9333
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3966
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3059
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6674
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2626
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9211
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9941
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6616
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3097
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4203
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4511
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8419
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3413
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6094
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5769
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4798
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5224
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1216
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3191
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6161
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9217
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0217
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3882
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6917
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3894
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.219
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6151
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7934
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7941
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1398
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1746
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3016
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2385
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1988
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7003
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8246
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2308
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0978
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6847
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.697
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7387
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.2635
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.8736
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0203
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6053
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0417
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8504
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2528
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3375
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0694
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.319
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9772
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8805
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9283
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0629
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1819
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7042
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0855
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0383
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8388
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7408
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9046
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3391
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9042
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9208
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1339
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5463
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.1491
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0496
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2806
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5222
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3985
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6325
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1935
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1633
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1404
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8101
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0666
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9968
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4365
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2599
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.2221
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.6391
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9101
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9374
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8148
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.3922
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.459
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4306
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.988
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.2766
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4964
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8759
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.837
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.75
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2137
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.2567
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6433
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8434
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6778
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.3911
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4116
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6026
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7058
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3099
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6658
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0887
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1445
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.1643
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5755
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7436
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3624
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4328
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.6588
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9015
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.741
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5678
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4986
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6016
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1474
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3206
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3096
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3037
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3385
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7659
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0037
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4435
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4815
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5709
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.518
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9579
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1769
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9095
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1117
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.478
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5344
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7263
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7271
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8362
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6282
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.689
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4202
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5144
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2541
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5207
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4553
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8001
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8642
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5406
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7014
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.4565
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.669
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8018
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6185
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.2974
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3359
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.906
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1559
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3156
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5469
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.0029
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2691
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.621
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0355
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1063
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4229
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9592
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8272
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7897
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3963
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7521
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7708
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5438
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3221
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7425
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.88
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9656
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8814
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1829
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9565
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9962
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4565
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4323
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5979
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5669
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0503
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3904
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4467
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1491
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0611
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.8592
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2029
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3092
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9958
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3975
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8352
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6764
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.022
